date,tags
2023-11-20 09:53:23 GMT,"anime, fan fiction, hurt/comfort"
2023-11-20 01:53:19 GMT,"hurt/comfort, angst, whump, vampire whumpee, whumpblr, blood"
2023-11-20 00:02:43 GMT,"around the world in 80 days, david tennant, whump, hurt/comfort, hurt phileas fogg, phileas fogg"
2023-11-19 23:05:29 GMT,"tempest’s ocs, oc: arcane, hurt/comfort"
2023-11-19 19:15:45 GMT,hurt/comfort
2023-11-19 19:13:57 GMT,"the mandalorian, fanfiction, star wars, din djarin, hurt/comfort, fluff, smut, adventure romance, grogu, mandalorian and grogu, din grogu, touchstarved, slow but steady, slow burn"
2023-11-19 17:18:36 GMT,"fanfic, fanfiction, hurt/comfort, angst, hanoka, hanoka anime"
2023-11-19 10:01:30 GMT,"soriku, my fic, Riku whump, Some Sora whump too, hurt/comfort, kingdom hearts, kingdom hearts fanfic, whumptober 2023"
2023-11-19 05:51:20 GMT,"ofmd, ofmd fic, hurt/comfort, panic attacks, thank you for the awesome prompts!"
2023-11-19 00:07:51 GMT,"tkem, the king: eternal monarch, lee gon, jo yeong, hurt/comfort, tkem fic, fic rec, my fic, ao3 fanfic, sickfic"
2023-11-18 17:44:25 GMT,"baldurs gate 3, baldurs gate, bg3, hurt/comfort, angst, bg3 fanfiction, astarion, astarion ancunin, tav x astarion, astarion x tav, my tav, bard tav"
2023-11-17 18:21:47 GMT,"klaine fanfiction, fic finder, hurt/comfort, one shot"
2023-11-17 03:03:20 GMT,"skyrim, skyrim fanfiction, fanfic, the elder scrolls, hurt/comfort, svidi, lynly star-sung, wilhelm"
2023-11-16 01:21:15 GMT,"hurt/comfort, filk, fanfiction, han solo, folk music"
2023-11-15 19:15:36 GMT,"wolfstar, hurt/comfort, hurt/no comfort, idk which tag to use, remus lupin, sirius black, remus x sirius, Sirius fucked up, once again, angst, miscommunication, obliviate, Remus doesn't know"
2023-11-15 03:04:23 GMT,"Darkness Bound We Almost Drowned, triple trope event, mermaid  au, hurt/comfort, old gallavich, gallavich, gallavich fanfic, ian x mickey, shameless, mickey milkovich, ian gallagher, ian gallagher loves mickey milkovich, mickey x ian, ian and mickey, gallavich fic"
2023-11-15 01:02:40 GMT,"steddie, steve harrington, eddie munson, steddieholidaydrabbles, hurt/comfort"
2023-11-14 13:44:34 GMT,"heartbreak, losing someone, life, people, hurt/comfort"
2023-11-14 13:03:46 GMT,"good omens, ineffable husbands, kidnapping, hurt/comfort, protective aziraphale, mod d"
2023-11-14 00:08:13 GMT,"I have migraine with aura so this is quite healing to me, hurt/comfort, fanfiction, ao3, gojo saturo, satosugu, jujutsu kaisen"
2023-11-13 14:10:56 GMT,"halsin, hurt/comfort, fanfic, just me rambling, information, bg3, baldurs gate 3"
2023-11-13 08:24:40 GMT,"personal vent, vent post, hurt/comfort, hurting, hurt, regret, anger, angry, im so tired, i hate it here, i hate myself, sometimes i think im crazy, sometimes i want to kill myself, i want to kms, i want to cvt, sometimes i want to kms, tw s3lf harm, s3lf harn, s3lfharmm, s3lf hate, depression, numb, cvutting, cvtt!ng"
2023-11-13 04:32:16 GMT,"prose, words, world, hurt/comfort"
2023-11-13 00:31:17 GMT,"ron slider kerner, lucas benton, mention of tom x ron x chris, hurt/comfort, hospital setting, h/c fanart, hurt ron, yes. again, Lu loves his little brother so much, aki draws"
2023-11-12 23:05:16 GMT,"kitty writes, wednesday 2022, tyler & xavier, hurt/comfort, fluff, panic attacks, ao3, first person pov"
2023-11-12 22:35:20 GMT,"heartbreak, hurt/comfort, relationship, advice, short story, sad quotes, love"
2023-11-11 23:06:20 GMT,"kitty writes, wednesday 2022, enid & wednesday, fluff, hurt/comfort, ao3, awkward fluff, autistic wednesday"
2023-11-10 23:04:58 GMT,"Songbird text posts, writeblr, Fic talk, hurt/comfort, tw wounds, rp, tw injury"
2023-11-10 17:28:45 GMT,"demon slayer fanfiction, giyuu tomioka, tanjiro kamado, hurt/comfort"
2023-11-09 21:00:52 GMT,"father brown, inspector sullivan, bad things happen bingo, sid x sullivan, hurt/comfort"
2023-11-09 16:24:56 GMT,"first love, love, hurt/comfort, hurtful, poetry, poems on tumblr, tragedy, deep thoughts, spilled thoughts, thoughts"
2023-11-08 21:44:17 GMT,"hurt/comfort, art, artist, artwork, illustration, oc, warriors, warriors oc, light"
2023-11-08 21:20:31 GMT,"foundfic, irondad, biodad, kidnapping, hurt/comfort, angst, whump, morgan stark, harley keener"
2023-11-08 19:24:42 GMT,"relationship tropes, writing, writing tropes, writing tropes that make me fold, hurt/comfort, also can we get some more villian x villian ships i dont think we get enough of them, serious x idiot"
2023-11-08 16:14:05 GMT,"spilled thoughts, healing, saddness, hurt/comfort, poetsandwriters, dark aesthetic, beauty, options"
2023-11-08 07:43:19 GMT,"poetry, idk what else to tag, love, hurt/comfort, send help"
2023-11-08 07:42:00 GMT,"hurt/comfort, comfort, comfort whump, whump, whumpee turned whumper, madir ahearn, esrana flynn, Forsaken Souls, whump oc, writing, oc writing, oc whump, whump writing"
2023-11-07 04:45:02 GMT,"hurt/comfort, mental health"
2023-11-07 03:59:41 GMT,"Hudson & Rex, fanfic, whump, hurt/comfort, head injury, blindness, charlie hudson whump, hurt charlie hudson, WIP, all the tropes, guide dog Rex, angst, mystery, casefic, suspense, temporary blindness, protective friends, charlie hudson, jesse mills, joe donovan, sarah truong, fanfiction, hudson and rex"
2023-11-06 07:26:20 GMT,"feelings, hurt/comfort, perspective, song, Youtube"
2023-11-05 23:26:02 GMT,"fic rec, bbc merlin, merthur, hurt/comfort, hurt merlin, smut, demigodbeautiies"
2023-11-05 22:18:27 GMT,"hurt/comfort, art, artist, artwork, illustration, oc, warriors, warriors oc, light"
2023-11-05 12:32:17 GMT,"literature, classic literature, hurt/comfort, how could you, dark academia, light academia, poetry, sisterhood, affection"
2023-11-04 20:19:06 GMT,"hurtful, hurt/comfort, hurtquotes, im hurtin, dark academia"
2023-11-04 15:09:08 GMT,"Miami Vice, My Fic, Poor Sonny, can't catch a break, Hurt/Comfort, Sonny Crockett, Ricardo Tubbs, Whump, miami vice day 2023, crockett/tubbs"
2023-11-04 03:02:48 GMT,"theodore ash jr, broderick northmoor, compressednerve art, hurt/comfort"
2023-11-03 20:25:55 GMT,"fanfiction, fiction, writers, hurt/comfort, ao3, ao3 author, ao3 fanfic"
2023-11-03 14:27:47 GMT,"child abuse, hurt/comfort, winterhawk, ivvic writes, fanfic, cross-posted on my Ao3"
2023-11-03 12:23:39 GMT,"steddie, steve harrington, eddie munson, hurt/comfort, angst with a happy ending, miscarriage, grief/mourning, omegaverse, sionewrites"
2023-11-02 22:52:37 GMT,"simon petrikov, fionna and cake, fionna and cake fanfic, angst, hurt/comfort, my writing, 99redragons art, potm"
2023-11-02 20:46:38 GMT,"actually mentally ill, tw self destruction, im hurtin, hurt, hurt/comfort, sweet relief, pain relief, sadgirl, sad thoughts, sadnees, i am in agony, pain and agony, agony, numb, numbness, inner peace, peaceful, peace of mind, silence, silent suffering, suffering, bpd feels, bpd mood, bpd shit, bpd, trauma, mental illness, relatable, full of shit, full of hell"
2023-11-02 16:17:53 GMT,"yone x kayn, yone, kayn, hurt/comfort, angst, whump, mention of Yasuo, :o, heartsteel, heartsteel fanfiction, heartsteel kayn, heartsteel yone, heartsteel ezreal"
2023-11-02 05:09:59 GMT,"izzyhands, Izzy Blossoms, izzyblossoms, fang & izzy, hurt/comfort, fix-it, ofmd season 2 spoilers, izzy hands, our flag meets death, our flag means death s2"
2023-11-01 15:13:38 GMT,"fenders, fanfic, fenders fanfic, tobywrites, hurt/comfort, nightmares, dragon age"
2023-10-31 13:59:55 GMT,"the witcher, geraskefer, dftea writes, hurt/comfort, found family, what for d'ya yearn, the witcher fic, family of destiny"
2023-10-31 12:31:42 GMT,"taekook, ocean deity tae, moon rabbit jk, angst, hurt/comfort, historical fantasy au, ambiguous/open ending, 10k~20k"
2023-10-30 21:46:01 GMT,"post canon, love confessions, hurt/comfort, bill cipher returns, fluff, pacifica northwest my beloved, billford, bill cipher, stanford pines, ford pines, gravity falls, gravity falls ship, dipper mabel and paz are the main characters, gravity falls fanfiction, billford fanfiction, inktober, inktober 2023, billford inktober, Youtube"
2023-10-30 20:47:01 GMT,"hurt/comfort, Kuguri x OC, akaashi siblings, angst, phobia"
2023-10-30 19:41:42 GMT,"shinkami, hitoshi shinsou, writing, hurt/comfort, denki x shinsou, denki kaminari, bnha fanfiction"
2023-10-30 19:01:13 GMT,"poetry, fanfic, hurt/comfort"
2023-10-30 16:55:51 GMT,"love, Gone, breakup, hurt/comfort"
2023-10-30 04:20:06 GMT,"personal thoughts, rambling, time travel fics mean so much to me, hurt/comfort, idk how to tag this, maybe it’s because I’ve been reading a lot of Star Wars fix it fics lately"
2023-10-30 03:46:25 GMT,"hurt/comfort, whumptober, morgwen"
2023-10-30 00:00:05 GMT,"chokechain, steddie, pre steddie, angst, hurt/comfort, much hurt later comfort, 0o0 fanfics"
2023-10-29 22:48:02 GMT,"hurt/comfort, angst, whump, vampire whumpee, whumpblr"
2023-10-29 22:48:00 GMT,"hurt/comfort, angst, whump, vampire whumpee, whumpblr"
2023-10-29 22:04:37 GMT,"original poem, relationship, hurtquotes, hurt/comfort, sad thoughts, sad poem, loneliest, im crying, i want to cry, love quotes, the one that got away, alone with my thoughts, i miss you, you deserve better"
2023-10-29 13:21:03 GMT,"good omens, ineffable husbands, mod ab, hurt crowley, hurt/comfort"
2023-10-29 05:16:16 GMT,"whumptober2023, no.29, “what happened to me?”, doctor strange, hurt/comfort, confusion, rintrah is a jokester, Wong is a good bro, hurt stephen strange"
2023-10-29 02:20:14 GMT,"fanfiction, ganlink, ganon x link, zelink, hurt/comfort, totk, tears of the kingdom"
2023-10-29 00:22:33 GMT,"shadamy, shadamytober, shadamytober2023, hurt/comfort, sonic the hedgehog fanfiction"
2023-10-28 22:54:33 GMT,"trick or treat, writing, a rare snippet from part 2 of Out There, hurt/comfort"
2023-10-28 22:11:04 GMT,"first post, a/b/o, hurt/comfort, i tried, not proof read, hope you like it, from bunny for baby"
2023-10-28 16:13:31 GMT,"writing prompt, writeblr, hurt/comfort, prompt"
2023-10-28 13:13:32 GMT,"sid x sullivan, bad things happen bingo, bundled up in blankets, hurt/comfort, sickfic"
2023-10-27 21:21:00 GMT,"fictober23, lego monkie kid, ao3, fluff, hurt/comfort, lmk red son, lmk princess iron fan, lmk demon bull king"
2023-10-27 17:59:51 GMT,"cookie run, cookie run oc, leftovers cookie, biscy art, hurt/comfort"
2023-10-27 13:40:06 GMT,"ao3, link x reader, link x male reader, link fanfic, hurt/comfort, wattpad, fanfiction, loz fanfic"
2023-10-27 12:25:04 GMT,"duck tales, donald duck, huey dewey and louie, donald duck comics, hurt/comfort"
2023-10-26 16:15:26 GMT,"father brown, inspector sullivan, hurt/comfort, loneliness, also on ao3, bad things happen bingo"
2023-10-26 09:07:04 GMT,"whump, vampire caretaker, hurt/comfort, sort of, tw suicidal ideation, low self esteem, guilt, rica's writing"
2023-10-26 01:36:43 GMT,"jules tea talk, jules.txt, simon riley x you, story update, hurt/comfort, cod mw x reader, service tweet, dopom, death of peace of mind, cod x reader"
2023-10-25 19:52:12 GMT,"dead dove do not eat, heavy, hurt/comfort, read all tags please, original writing, still writing, extensive trigger warnings, writers on tumblr"
2023-10-25 19:27:12 GMT,"light academia, dark academia, hurt/comfort, angst, poems and quotes, poetry, depressing shit, love"
2023-10-25 19:23:20 GMT,"light academia, dark academia, hurt/comfort, soul, heartwarming"
2023-10-25 17:14:25 GMT,"marvel, mcu, corvus glaive, backstory fic, hurt/comfort, smut implied, canon-typical violence"
2023-10-24 18:09:12 GMT,"Teen Wolf, Sterek, preslash, hurt/comfort, trauma, ptsd, recovery, therapy, ask, prompt, my writing"
2023-10-24 00:58:49 GMT,"sharpe, sharpe's sword, richard sharpe, whump, hurt/comfort, my gifs, 540px, 10mb, tv, series"
2023-10-23 20:02:17 GMT,"good omens, ineffable husbands, world war i, world war ii, hurt/comfort, mod d"
2023-10-23 15:37:19 GMT,"fanfiction, fanfic, angst with a happy ending, eventually, hurt/comfort, hurt, pain, fanfic problems"
2023-10-23 13:20:46 GMT,"writing, hurt/comfort, much like smut it operates on the assumption that we all know what we're here for, obviously you CAN write a fully coherent plot with hurt/comfort elements just like you can write one with smutty elements, and those are lovely too, but there's something so charming about fics that are like, 'look we all know what you came here for. i don't have to explain myself.'"
2023-10-23 08:17:36 GMT,"NON-CON; read at your own discretion!!, ao3, winner’s room, hurt/comfort, hockey rpf, kailer yamamoto, zdeno chara, ryan nugent hopkins, yamo/chara, yamo/nuge, don’t @ me for any mischaracterization please, this barbie can’t figure out paragraph breaks, 5k of whatever the fuck this is"
2023-10-23 08:05:54 GMT,"the legend of zelda, link fanart, hurt/comfort, well mostly just hurt, tw: blood, rough sketches, i had a really painful ear infection ok???"
2023-10-23 02:08:04 GMT,"poems on tumblr, love poem, literature, hurt/comfort, spilled poetry, spilled thoughts, why cant this be me, cc.poems"
2023-10-22 23:36:13 GMT,"art, hurt/comfort, authors"
2023-10-22 22:43:39 GMT,"no i will not explain, spiderman 2099, fluff, miguel spiderman, hurt/comfort, fix it fic"
2023-10-22 18:33:42 GMT,"soft love, hurt/comfort, maybe not, homesick, girlblogging, grief journal, my brain is mushy"
2023-10-22 13:01:25 GMT,"hurt/comfort, whump, queer romance, queer fantasy, fantasy of manners, mannerpunk, gay romance, mm romance, historical fantasy, romantasy, kind words, fantasy romance, mlm romance, sebastian nothwell, fiorenzo"
2023-10-21 21:27:37 GMT,"ao3, hurt/comfort"
2023-10-21 05:24:46 GMT,"capricorn, star signs, revenge, hurt/comfort, hurtful"
2023-10-20 23:50:43 GMT,"mha, hanahaki, hurt/comfort, momo yaoyorozu, dadzawa, bnha"
2023-10-20 22:02:29 GMT,"kinktober, kinktober 2023, smut, hurt/comfort, baldurs gate 3, bg3, tav x astarion, bard tav, my tav"
2023-10-20 15:48:11 GMT,"my writing, trauma, hurt/comfort, heartbroken, sad thoughts, spilled ink, memes, writing"
2023-10-20 14:59:00 GMT,"ofmd, ofmd roleplay, ofmd rp, hurt/comfort, hurt/comfort roleplay, hurt/comfort rp, eighteen and over"
2023-10-20 14:48:29 GMT,"fanfic, tears of the kingdom, hurt link, hurt/comfort, gloom, angst, adventure"
2023-10-20 13:01:28 GMT,"hurt/comfort, hurt/comfort appreciation post"
2023-10-20 06:28:51 GMT,"lost fanfic, lost, lost abc, hurt/comfort, sayid jarrah, jack shepard, hurt sayid jarrah"
2023-10-20 05:54:43 GMT,"fic, arrowfam, tw addiction, canon divergent au, hurt/comfort, roy harper, oliver queen, dinah lance mention, father/son bond, angst with a happy ending, angst with comfort"
2023-10-20 03:33:35 GMT,"big nate, big nate fanfic, fanfic, hurt/comfort"
2023-10-20 01:05:59 GMT,"sick, hurt/comfort"
2023-10-19 21:06:29 GMT,"poem, poetry, painful, hurt/comfort"
2023-10-19 17:00:56 GMT,"mm romance, french translation, gay romance, romantic suspense, hurt/comfort, second chances, found family"
2023-10-19 00:07:40 GMT,"writing prompt, writeblr, hurt/comfort, prompt"
2023-10-18 13:42:59 GMT,"poem, love poem, hurt/comfort, poetry, poetsandwriters, writers and poets, romance"
2023-10-18 11:17:49 GMT,"ronance, hurt/comfort, robin buckley, nancy wheeler, sadnees, sad prompts, i know no peace, smoking, barbra holland, 80s, im sobbing, platonic, romantic, no happiness, stranger things fic, stranger things, stranger things wip, Spotify"
2023-10-17 20:47:05 GMT,"astarion, astarion x tav, sickfic, hurt/comfort, astarion doesn't know how to deal with people being kind to him, astarion x oc, bg3, bg3 spoilers, baldur's gate 3, baldurs gate astarion, baulders gate 3, fanfic, fanfiction"
2023-10-17 15:07:27 GMT,"ronin warriors, yoroiden samurai troopers, fanfic, hurt/comfort, cye"
2023-10-17 06:57:34 GMT,"crying, hurt/comfort, oh my god i need to STOP"
2023-10-17 06:16:21 GMT,"hurt/comfort, crying, if you want there to be tears. i personally do but that is unsurprising to everyone, i am posting a bunch because i'm procrastinating on Everything, why am i so daydreamy at exactly the moments i cannot afford to be, well. we know the answer to that (adhd)"
2023-10-17 01:04:17 GMT,"hurt/comfort, hurt Batman, batman fanart, Batman, fanart, bruce wayne, i love batman, dcufanart, dc fanart, dcu, dc batman, batman animated series"
2023-10-17 00:51:30 GMT,"Steddie, Steve Harrington/Eddie Munson, Angst, But there's a happy ending, Hurt/Comfort"
2023-10-16 21:20:01 GMT,"choicesprompts, flufftober2023, wenclair, fanfic, Hurt/Comfort"
2023-10-16 21:04:45 GMT,"ineffable divorce, poets on tumblr, photographers of tumblr, cats of tumblr, hurt/comfort"
2023-10-16 18:50:44 GMT,"twenty-one and over, angst, angst roleplay, angst rp, hurt/comfort, hurt/comfort roleplay, hurt/comfort rp, enemies to lovers, enemies to lovers roleplay, enemies to lovers rp, dark academia, horror, the secret history, one piece, the goldfinch, harry potter, mha, south park, oc, ocxoc, canonxcanon, stalking mention"
2023-10-16 17:54:37 GMT,"baldurs gate 3, bg3, hurt/comfort, my tav, bg3 fanfiction, bg3 astarion, astarion, bg3 tav, m!tav"
2023-10-16 15:01:26 GMT,"my writing, my ocs, hurt/comfort, friendship, caretaking, nausea, emeto, upset stomach, sickfic, food poisoning"
2023-10-16 10:02:17 GMT,"itto, arataki itto, itto x reader, angst, hurt/comfort, genshin, genshin impact, light angst, arataki itto x reader"
2023-10-16 08:55:05 GMT,"youtube, youtube music, lost hope, lost love, hurt/comfort"
2023-10-16 01:43:33 GMT,"fionna and cake, fionna and cake fanfic, simon petrikov, angst, hurt/comfort, my writing, 99redragons art, potm"
2023-10-15 20:46:49 GMT,"onceuponabloom, Stories that will never be told, Stories that will never be complete, hurt/comfort, comfort, lee sangyeon, sangyeon, sangyeon fic, sangyeon imagines, sangyeon scenarios, the boyz scenarios, the boyz imagines, tbz, the boyz, fanfic, lee sangyeon x reader, Emotional, Wip not in progress, Stories left untold, Stories left unfinished"
2023-10-15 17:03:59 GMT,"ask me stuff, soldier boy, Imagine Ben losing you, angst to the max, hurt/comfort, Soldier Boy imagine, soft!Ben, BMD verse, the boys, soldier boy/ben, soldier boy x reader, soldier boy x female reader, soldier boy x you, Break Me Down verse, zepskies answers"
2023-10-15 16:10:35 GMT,"daily struggles, fanfic, hurt/comfort"
2023-10-15 02:29:08 GMT,"fleabag, hurt/comfort, pain, why"
2023-10-15 01:33:15 GMT,"simon riley x reader, fluff, hurt/comfort, violence, fights, cod mw2, task force 141, modern warfare ii, call of duty, call of duty x reader, ghost mw2, simon riley, pregnant reader, pregnancy, braxton hicks, alpha/beta/omega dynamics, no use of y/n, alpha! ghost"
2023-10-15 00:05:45 GMT,"whumptober 2023, Prompt: makeshift bandages, but also “I'm fine”, fanfiction, hurt/comfort, ieytd, i expect you to die, agent phoenix, This one's probably my favourite"
2023-10-14 22:59:30 GMT,"simon ghost riley, mama’s boy, simon riley x reader, simon riley x you, hurt/comfort, headcanon"
2023-10-14 22:25:34 GMT,"chreon, leon s. kennedy, chris redfield, fic art, hurt/comfort, my art, resident evil, lazy ass background ftw"
2023-10-14 18:40:31 GMT,"foundfic, irondad, angst, hurt/comfort, biodad"
2023-10-14 17:31:24 GMT,"hurt/comfort, comfort, h/c, whump art, whump blog, captain's stuff, captain's ocs, kintsugi, me? drawing comfort????? more likely than u think, what if i just let him sleep for once. what if he had a peaceful nap. what then, guess what kind of day im having at work"
2023-10-14 14:37:05 GMT,"hurt/comfort, poachers, ashwinders, hogwarts legacy villains, sick fantasies"
2023-10-14 14:23:11 GMT,"whumptober, whump, hurt/comfort, mm romance, gay romance, queer romance, queer fantasy, historical fantasy, fantasy of manners, mannerpunk, romantasy, fantasy romance, mlm romance, sebastian nothwell, fiorenzo"
2023-10-14 10:37:31 GMT,"whump, hurt/comfort, supernatural, spn, purgatory, dean winchester, benny lafitte, blood cw, injury cw, this was intended for whumptober but it didn't pan out, might as well post it before it starts collecting dust in my drafts"
2023-10-14 00:18:52 GMT,"titanic, ust, carpathia, canon death, hurt/comfort"
2023-10-13 22:54:04 GMT,"aziraphale whump, whumptober, my fic, headed for disaster, hurt/comfort, good omens"
2023-10-13 21:43:59 GMT,"twenty-one and over, oc, oc roleplay, oc rp, hurt/comfort, hurt/comfort roleplay, hurt/comfort rp, found family, found family roleplay, found family rp"
2023-10-13 17:21:23 GMT,"loki x reader, loki fluff, loki fanfic, hurt/comfort, loki marvel, free fall, cozy writes"
2023-10-13 13:07:02 GMT,"cw // miscarriage, fanfiction, hurt/comfort, aster, jean luc x beverly, picard x crusher"
2023-10-13 12:30:43 GMT,"taekook, established taekook, hurt/comfort, angst, physical abuse, happy ending, 5k~10k, mob boss tae"
2023-10-13 06:04:55 GMT,"H/c, hurt/comfort, care taking, I’m a little bit drunk idk if what I wrote makes sense, dizzy dizzy"
2023-10-13 04:18:18 GMT,"mlb, just read, identity reveal, adrienette, hurt/comfort, organ donation, hawkmoth defeat"
2023-10-12 20:21:16 GMT,"irondad, foundfic, angst, hurt/comfort"
2023-10-12 15:00:49 GMT,"rwby, drabbles, hurt/comfort, hurt/comfort drabbles, weiss schnee, blake belladonna, adam taurus, weiss x blake, blake x weiss, monochrome, nightmare, tw nightmare"
2023-10-12 14:25:18 GMT,"lee's 1 year anniversary event, lee's brain writes, bakugou katsuki x reader, hurt/comfort, fluff, soulmate au, bhna x reader, bakugou katsuki, bhna"
2023-10-12 12:25:34 GMT,"wolfstar, wolfstar raising harry, crying, fanfic, hurt/comfort, masterpiece, remus lupin, remus pov"
2023-10-12 02:37:48 GMT,"I really enjoyed writing this one and peppering it with little tidbits, whumptober 2023, Jason Todd, Red Hood, hurt/comfort, catholic jason todd, crisis of faith, batfic, dizaryswrites"
2023-10-12 00:04:15 GMT,"hurt/comfort, im so tired"
2023-10-11 22:16:01 GMT,"the night market, milo next, interactive fiction, hurt/comfort, twine game, twine if"
2023-10-11 20:15:46 GMT,"roy harper, roy x jason, jason todd, hurt/comfort, sheila haywood, angstober 2023, day 06, Eye's Fanfics"
2023-10-11 19:51:20 GMT,"sanji x reader, one piece x reader, black leg sanji x reader, vinsmoke sanji x reader, hurt/comfort, ive bever written hurt/comfort before lmao be gentle, i hAVE SO MANY FEELINGS ABOUT THIS MAN, ...bruh im actually hella hungry rn, i promise i dont only write whoreknee shit!"
2023-10-11 19:08:43 GMT,"izuocha, izuocha fanart, hurt/comfort, bnha fanart"
2023-10-11 18:01:24 GMT,"my imagines, gifs not mine, thorin oakenshield imagine, the hobbit imagine, hurt/comfort, tw: mentions of injuries, tw: canon typical violence, canon typical violence"
2023-10-11 14:24:51 GMT,"writing prompt, writeblr, hurt/comfort, prompt, i'm alive!!"
2023-10-11 12:30:52 GMT,"taekook, writer tae, artist jk, slice of life, hurt/comfort, happy ending, light angst, 50k~100k"
2023-10-11 09:37:02 GMT,"my art, comic, dream sans, nightmare sans, hurt/comfort, platonic dreammare"
2023-10-11 04:32:23 GMT,"jjba, jjba fanfic, jojo's fanfic, pannacotta fugo, hurt/comfort, angst, whump, narancia ghirga, fanfic"
2023-10-11 03:45:08 GMT,"whumptober 2023, whump, hurt/comfort, tim drake, jason todd, dick grayson, robin, red hood, nightwing, batfic, angst, dizaryswrites, idk how to tag fics, tagging is so hard"
2023-10-11 02:22:36 GMT,"non-sexual age play, fluff, established relationship, hurt/comfort, team as family, gen, stevetony, stony, author:  SailorChibi"
2023-10-11 00:48:04 GMT,"civil war fix-it, hurt/comfort, getting together, mutual pining, team as family, introspective, gen, stevetony, stony, author: veriscence"
2023-10-10 23:58:15 GMT,"whump, K+J, angst, whumpblr, hurt/comfort"
2023-10-10 22:06:08 GMT,"fionna and cake, fionna and cake fanfic, simon petrikov, angst, hurt/comfort, my writing, 99redragons art, potm"
